cross type: one | select type: rul | mutation probability: 0% | cross probability: 0% | population size: 25 | time: 0.0741326
cross type: one | select type: turney | mutation probability: 80% | cross probability: 50% | population size: 50 | time: 0.140334 | score: 395
cross type: two | select type: rul | mutation probability: 80% | cross probability: 50% | population size: 50 | time: 0.260463 | score: 509
cross type: two | select type: turney | mutation probability: 80% | cross probability: 50% | population size: 50 | time: 0.11181 | score: 417
cross type: one | select type: rul | mutation probability: 80% | cross probability: 60% | population size: 50 | time: 0.205119 | score: 495
cross type: one | select type: turney | mutation probability: 80% | cross probability: 60% | population size: 50 | time: 0.140834 | score: 495
cross type: two | select type: rul | mutation probability: 80% | cross probability: 60% | population size: 50 | time: 0.390803 | score: 526
cross type: two | select type: turney | mutation probability: 80% | cross probability: 60% | population size: 50 | time: 0.156906 | score: 395
cross type: one | select type: rul | mutation probability: 80% | cross probability: 70% | population size: 50 | time: 0.376529 | score: 412
cross type: one | select type: turney | mutation probability: 80% | cross probability: 70% | population size: 50 | time: 0.132619 | score: 395
cross type: two | select type: rul | mutation probability: 80% | cross probability: 70% | population size: 50 | time: 0.375734 | score: 548
cross type: two | select type: turney | mutation probability: 80% | cross probability: 70% | population size: 50 | time: 0.166029 | score: 509
cross type: one | select type: rul | mutation probability: 80% | cross probability: 80% | population size: 50 | time: 0.393902 | score: 465
cross type: one | select type: turney | mutation probability: 80% | cross probability: 80% | population size: 50 | time: 0.12916 | score: 533
cross type: two | select type: rul | mutation probability: 80% | cross probability: 80% | population size: 50 | time: 0.309989 | score: 548
cross type: two | select type: turney | mutation probability: 80% | cross probability: 80% | population size: 50 | time: 0.191399 | score: 395
cross type: one | select type: rul | mutation probability: 80% | cross probability: 90% | population size: 50 | time: 0.535731 | score: 465
cross type: one | select type: turney | mutation probability: 80% | cross probability: 90% | population size: 50 | time: 0.168189 | score: 429
cross type: two | select type: rul | mutation probability: 80% | cross probability: 90% | population size: 50 | time: 0.421931 | score: 460
cross type: two | select type: turney | mutation probability: 80% | cross probability: 90% | population size: 50 | time: 0.205794 | score: 417
cross type: one | select type: rul | mutation probability: 90% | cross probability: 0% | population size: 50 | time: 0.101186 | score: 533
cross type: one | select type: turney | mutation probability: 90% | cross probability: 0% | population size: 50 | time: 0.0977215 | score: 533
cross type: two | select type: rul | mutation probability: 90% | cross probability: 0% | population size: 50 | time: 0.0851488 | score: 533
cross type: two | select type: turney | mutation probability: 90% | cross probability: 0% | population size: 50 | time: 0.10901 | score: 417
cross type: one | select type: rul | mutation probability: 90% | cross probability: 10% | population size: 50 | time: 0.134149 | score: 480
cross type: one | select type: turney | mutation probability: 90% | cross probability: 10% | population size: 50 | time: 0.0972287 | score: 412
cross type: two | select type: rul | mutation probability: 90% | cross probability: 10% | population size: 50 | time: 0.137409 | score: 417
cross type: two | select type: turney | mutation probability: 90% | cross probability: 10% | population size: 50 | time: 0.162996 | score: 425
cross type: one | select type: rul | mutation probability: 90% | cross probability: 20% | population size: 50 | time: 0.211983 | score: 425
cross type: one | select type: turney | mutation probability: 90% | cross probability: 20% | population size: 50 | time: 0.091408 | score: 429
cross type: two | select type: rul | mutation probability: 90% | cross probability: 20% | population size: 50 | time: 0.179114 | score: 395
cross type: two | select type: turney | mutation probability: 90% | cross probability: 20% | population size: 50 | time: 0.128415 | score: 425
cross type: one | select type: rul | mutation probability: 90% | cross probability: 30% | population size: 50 | time: 0.24181 | score: 395
cross type: one | select type: turney | mutation probability: 90% | cross probability: 30% | population size: 50 | time: 0.160427 | score: 412
cross type: two | select type: rul | mutation probability: 90% | cross probability: 30% | population size: 50 | time: 0.240905 | score: 417
cross type: two | select type: turney | mutation probability: 90% | cross probability: 30% | population size: 50 | time: 0.0886794 | score: 533
cross type: one | select type: rul | mutation probability: 90% | cross probability: 40% | population size: 50 | time: 0.172872 | score: 425
cross type: one | select type: turney | mutation probability: 90% | cross probability: 40% | population size: 50 | time: 0.102642 | score: 417
cross type: two | select type: rul | mutation probability: 90% | cross probability: 40% | population size: 50 | time: 0.222241 | score: 511
cross type: two | select type: turney | mutation probability: 90% | cross probability: 40% | population size: 50 | time: 0.149892 | score: 533
cross type: one | select type: rul | mutation probability: 90% | cross probability: 50% | population size: 50 | time: 0.390994 | score: 504
cross type: one | select type: turney | mutation probability: 90% | cross probability: 50% | population size: 50 | time: 0.219429 | score: 533
cross type: two | select type: rul | mutation probability: 90% | cross probability: 50% | population size: 50 | time: 0.369058 | score: 425
cross type: two | select type: turney | mutation probability: 90% | cross probability: 50% | population size: 50 | time: 0.142201 | score: 417
cross type: one | select type: rul | mutation probability: 90% | cross probability: 60% | population size: 50 | time: 0.432484 | score: 570
cross type: one | select type: turney | mutation probability: 90% | cross probability: 60% | population size: 50 | time: 0.454044 | score: 425
cross type: two | select type: rul | mutation probability: 90% | cross probability: 60% | population size: 50 | time: 0.418182 | score: 491
cross type: two | select type: turney | mutation probability: 90% | cross probability: 60% | population size: 50 | time: 0.148692 | score: 480
cross type: one | select type: rul | mutation probability: 90% | cross probability: 70% | population size: 50 | time: 0.573236 | score: 533
cross type: one | select type: turney | mutation probability: 90% | cross probability: 70% | population size: 50 | time: 0.272073 | score: 526
cross type: two | select type: rul | mutation probability: 90% | cross probability: 70% | population size: 50 | time: 0.639674 | score: 395
cross type: two | select type: turney | mutation probability: 90% | cross probability: 70% | population size: 50 | time: 0.363869 | score: 395
cross type: one | select type: rul | mutation probability: 90% | cross probability: 80% | population size: 50 | time: 0.901794 | score: 480
cross type: one | select type: turney | mutation probability: 90% | cross probability: 80% | population size: 50 | time: 0.230773 | score: 482
cross type: two | select type: rul | mutation probability: 90% | cross probability: 80% | population size: 50 | time: 0.574506 | score: 412
cross type: two | select type: turney | mutation probability: 90% | cross probability: 80% | population size: 50 | time: 0.373967 | score: 533
cross type: one | select type: rul | mutation probability: 90% | cross probability: 90% | population size: 50 | time: 0.860165 | score: 548
cross type: one | select type: turney | mutation probability: 90% | cross probability: 90% | population size: 50 | time: 0.30697 | score: 526
cross type: two | select type: rul | mutation probability: 90% | cross probability: 90% | population size: 50 | time: 0.553242 | score: 412
cross type: two | select type: turney | mutation probability: 90% | cross probability: 90% | population size: 50 | time: 0.242863 | score: 509
cross type: one | select type: rul | mutation probability: 0% | cross probability: 0% | population size: 75 | time: 0.209811 | score: 395
cross type: one | select type: turney | mutation probability: 0% | cross probability: 0% | population size: 75 | time: 0.246183 | score: 395
cross type: two | select type: rul | mutation probability: 0% | cross probability: 0% | population size: 75 | time: 0.21411 | score: 395
cross type: two | select type: turney | mutation probability: 0% | cross probability: 0% | population size: 75 | time: 0.285976 | score: 395
cross type: one | select type: rul | mutation probability: 0% | cross probability: 10% | population size: 75 | time: 0.584548 | score: 395
cross type: one | select type: turney | mutation probability: 0% | cross probability: 10% | population size: 75 | time: 0.373891 | score: 395
cross type: two | select type: rul | mutation probability: 0% | cross probability: 10% | population size: 75 | time: 0.335561 | score: 395
cross type: two | select type: turney | mutation probability: 0% | cross probability: 10% | population size: 75 | time: 0.178523 | score: 395
cross type: one | select type: rul | mutation probability: 0% | cross probability: 20% | population size: 75 | time: 0.286396 | score: 395
cross type: one | select type: turney | mutation probability: 0% | cross probability: 20% | population size: 75 | time: 0.34906 | score: 395
cross type: two | select type: rul | mutation probability: 0% | cross probability: 20% | population size: 75 | time: 0.688451 | score: 395
cross type: two | select type: turney | mutation probability: 0% | cross probability: 20% | population size: 75 | time: 0.287785 | score: 395
cross type: one | select type: rul | mutation probability: 0% | cross probability: 30% | population size: 75 | time: 0.929577 | score: 395
cross type: one | select type: turney | mutation probability: 0% | cross probability: 30% | population size: 75 | time: 0.378138 | score: 395
cross type: two | select type: rul | mutation probability: 0% | cross probability: 30% | population size: 75 | time: 1.00228 | score: 463
cross type: two | select type: turney | mutation probability: 0% | cross probability: 30% | population size: 75 | time: 0.245746 | score: 395
cross type: one | select type: rul | mutation probability: 0% | cross probability: 40% | population size: 75 | time: 0.540901 | score: 395
cross type: one | select type: turney | mutation probability: 0% | cross probability: 40% | population size: 75 | time: 0.308627 | score: 395
cross type: two | select type: rul | mutation probability: 0% | cross probability: 40% | population size: 75 | time: 0.497325 | score: 463
cross type: two | select type: turney | mutation probability: 0% | cross probability: 40% | population size: 75 | time: 0.199363 | score: 395
cross type: one | select type: rul | mutation probability: 0% | cross probability: 50% | population size: 75 | time: 0.605044 | score: 395
cross type: one | select type: turney | mutation probability: 0% | cross probability: 50% | population size: 75 | time: 0.223528 | score: 395
cross type: two | select type: rul | mutation probability: 0% | cross probability: 50% | population size: 75 | time: 0.704543 | score: 395
cross type: two | select type: turney | mutation probability: 0% | cross probability: 50% | population size: 75 | time: 0.243735 | score: 395
cross type: one | select type: rul | mutation probability: 0% | cross probability: 60% | population size: 75 | time: 0.546683 | score: 395
cross type: one | select type: turney | mutation probability: 0% | cross probability: 60% | population size: 75 | time: 0.331687 | score: 412
cross type: two | select type: rul | mutation probability: 0% | cross probability: 60% | population size: 75 | time: 0.710401 | score: 395
cross type: two | select type: turney | mutation probability: 0% | cross probability: 60% | population size: 75 | time: 0.29193 | score: 395
cross type: one | select type: rul | mutation probability: 0% | cross probability: 70% | population size: 75 | time: 0.886308 | score: 395
cross type: one | select type: turney | mutation probability: 0% | cross probability: 70% | population size: 75 | time: 0.313121 | score: 395
cross type: two | select type: rul | mutation probability: 0% | cross probability: 70% | population size: 75 | time: 0.852888 | score: 417
cross type: two | select type: turney | mutation probability: 0% | cross probability: 70% | population size: 75 | time: 0.225537 | score: 417
cross type: one | select type: rul | mutation probability: 0% | cross probability: 80% | population size: 75 | time: 0.839428 | score: 417
cross type: one | select type: turney | mutation probability: 0% | cross probability: 80% | population size: 75 | time: 0.192452 | score: 395
cross type: two | select type: rul | mutation probability: 0% | cross probability: 80% | population size: 75 | time: 1.92047 | score: 395
cross type: two | select type: turney | mutation probability: 0% | cross probability: 80% | population size: 75 | time: 0.875061 | score: 395
cross type: one | select type: rul | mutation probability: 0% | cross probability: 90% | population size: 75 | time: 2.82263 | score: 463
cross type: one | select type: turney | mutation probability: 0% | cross probability: 90% | population size: 75 | time: 0.71453 | score: 412
cross type: two | select type: rul | mutation probability: 0% | cross probability: 90% | population size: 75 | time: 1.84247 | score: 419
cross type: two | select type: turney | mutation probability: 0% | cross probability: 90% | population size: 75 | time: 0.759274 | score: 395
cross type: one | select type: rul | mutation probability: 10% | cross probability: 0% | population size: 75 | time: 0.587271 | score: 412
cross type: one | select type: turney | mutation probability: 10% | cross probability: 0% | population size: 75 | time: 0.321263 | score: 395
cross type: two | select type: rul | mutation probability: 10% | cross probability: 0% | population size: 75 | time: 0.358781 | score: 412
cross type: two | select type: turney | mutation probability: 10% | cross probability: 0% | population size: 75 | time: 0.248345 | score: 417
cross type: one | select type: rul | mutation probability: 10% | cross probability: 10% | population size: 75 | time: 0.634761 | score: 395
cross type: one | select type: turney | mutation probability: 10% | cross probability: 10% | population size: 75 | time: 0.189775 | score: 395
cross type: two | select type: rul | mutation probability: 10% | cross probability: 10% | population size: 75 | time: 0.341145 | score: 395
cross type: two | select type: turney | mutation probability: 10% | cross probability: 10% | population size: 75 | time: 0.22249 | score: 395
cross type: one | select type: rul | mutation probability: 10% | cross probability: 20% | population size: 75 | time: 0.503486 | score: 526
cross type: one | select type: turney | mutation probability: 10% | cross probability: 20% | population size: 75 | time: 0.242872 | score: 395
cross type: two | select type: rul | mutation probability: 10% | cross probability: 20% | population size: 75 | time: 0.355324 | score: 509
cross type: two | select type: turney | mutation probability: 10% | cross probability: 20% | population size: 75 | time: 0.263677 | score: 395
cross type: one | select type: rul | mutation probability: 10% | cross probability: 30% | population size: 75 | time: 0.600333 | score: 533
cross type: one | select type: turney | mutation probability: 10% | cross probability: 30% | population size: 75 | time: 0.42738 | score: 425
cross type: two | select type: rul | mutation probability: 10% | cross probability: 30% | population size: 75 | time: 0.503273 | score: 395
cross type: two | select type: turney | mutation probability: 10% | cross probability: 30% | population size: 75 | time: 0.253386 | score: 395
cross type: one | select type: rul | mutation probability: 10% | cross probability: 40% | population size: 75 | time: 0.815501 | score: 395
cross type: one | select type: turney | mutation probability: 10% | cross probability: 40% | population size: 75 | time: 0.236233 | score: 395
cross type: two | select type: rul | mutation probability: 10% | cross probability: 40% | population size: 75 | time: 0.745425 | score: 570
cross type: two | select type: turney | mutation probability: 10% | cross probability: 40% | population size: 75 | time: 0.269927 | score: 395
cross type: one | select type: rul | mutation probability: 10% | cross probability: 50% | population size: 75 | time: 0.754372 | score: 395
cross type: one | select type: turney | mutation probability: 10% | cross probability: 50% | population size: 75 | time: 0.202867 | score: 395
cross type: two | select type: rul | mutation probability: 10% | cross probability: 50% | population size: 75 | time: 1.20182 | score: 395
cross type: two | select type: turney | mutation probability: 10% | cross probability: 50% | population size: 75 | time: 0.231354 | score: 504
cross type: one | select type: rul | mutation probability: 10% | cross probability: 60% | population size: 75 | time: 0.995846 | score: 412
cross type: one | select type: turney | mutation probability: 10% | cross probability: 60% | population size: 75 | time: 0.239806 | score: 395
cross type: two | select type: rul | mutation probability: 10% | cross probability: 60% | population size: 75 | time: 0.638327 | score: 491
cross type: two | select type: turney | mutation probability: 10% | cross probability: 60% | population size: 75 | time: 0.323865 | score: 395
cross type: one | select type: rul | mutation probability: 10% | cross probability: 70% | population size: 75 | time: 0.714934 | score: 570
cross type: one | select type: turney | mutation probability: 10% | cross probability: 70% | population size: 75 | time: 0.282085 | score: 395
cross type: two | select type: rul | mutation probability: 10% | cross probability: 70% | population size: 75 | time: 1.10604 | score: 491
cross type: two | select type: turney | mutation probability: 10% | cross probability: 70% | population size: 75 | time: 0.256294 | score: 412
cross type: one | select type: rul | mutation probability: 10% | cross probability: 80% | population size: 75 | time: 1.09068 | score: 412
cross type: one | select type: turney | mutation probability: 10% | cross probability: 80% | population size: 75 | time: 0.297466 | score: 395
cross type: two | select type: rul | mutation probability: 10% | cross probability: 80% | population size: 75 | time: 0.96813 | score: 509
cross type: two | select type: turney | mutation probability: 10% | cross probability: 80% | population size: 75 | time: 0.407583 | score: 395
cross type: one | select type: rul | mutation probability: 10% | cross probability: 90% | population size: 75 | time: 1.68218 | score: 395
cross type: one | select type: turney | mutation probability: 10% | cross probability: 90% | population size: 75 | time: 0.27827 | score: 395
